".smooth",".type",".by",".estimate",".se","woy","elev_band","year","year_round"
"te(woy,elev_band,year)","Tensor product",NA,-3.1667895242152,0.8023700857727,1,945.454545454545,2025,2025
"te(woy,elev_band,year)","Tensor product",NA,-1.37207623976869,1.67789828204681,1,969.69696969697,2000,2000
"te(woy,elev_band,year)","Tensor product",NA,-0.929380208474396,0.975913329450859,1,969.69696969697,2005,2005
"te(woy,elev_band,year)","Tensor product",NA,-0.429274224036285,0.733706563928397,1,969.69696969697,2010,2010
"te(woy,elev_band,year)","Tensor product",NA,-1.66428517142688,0.641553144657556,1,969.69696969697,2015,2015
"te(woy,elev_band,year)","Tensor product",NA,-3.08221385519925,0.58420784616666,1,969.69696969697,2020,2020
"te(woy,elev_band,year)","Tensor product",NA,-3.08989163338258,0.774209041539831,1,969.69696969697,2025,2025
"te(woy,elev_band,year)","Tensor product",NA,-1.43602075058076,1.67851619897979,1,993.939393939394,2000,2000
"te(woy,elev_band,year)","Tensor product",NA,-0.880347947700764,0.962113201393836,1,993.939393939394,2005,2005
"te(woy,elev_band,year)","Tensor product",NA,-0.338097979493913,0.716534285009919,1,993.939393939394,2010,2010
"te(woy,elev_band,year)","Tensor product",NA,-1.86404274322658,0.649117126437312,1,993.939393939394,2015,2015
"te(woy,elev_band,year)","Tensor product",NA,-3.01726050298937,0.577693771673505,1,993.939393939394,2020,2020
"te(woy,elev_band,year)","Tensor product",NA,-3.01046634298747,0.750384442201627,1,993.939393939394,2025,2025
